번호	상호	영업표지	대표자	등록번호	최초등록일	업종
10973	(주)오복이야기	오복솥뚜껑	현광호	20211546	2021.07.09	한식
10972	휴게소	휴게소	윤일상	20211124	2021.05.06	커피
10971	제이에프앤씨	그시절옛날통닭	김기환	20170550	2017.04.27	치킨
10970	제이케이에프앤비	볼빨간아구찜	연동준	20201642	2020.12.01	한식
10969	오형제손짜장	오형제 반점	김대만 외 1명	20220765	2022.08.02	중식
10968	떡볶이농장	떡볶이농장	김민기	20220680	2022.07.20	분식
10967	김서영완도맛집	김서영 완도맛집	김서영	20220602	2022.06.29	한식
10966	고미고미	고미고미	김대현	20181032	2018.10.10	한식
10965	태리덮밥	태리덮밥	박민관	20231171	2023.08.18	한식
10964	(주)감칠맛	넙딱집	안명우	20180403	2018.04.23	한식
10963	청춘불뼈찜감자탕	청춘불뼈찜 감자탕	조성연	20213605	2021.11.01	한식
10962	아이이에프에스(주)	동해강릉초당짬뽕순두부	박범진	20213394	2021.10.27	한식
10961	(주)나도람에프씨	악마의닭발 천사의치킨	엄태운	20220786	2022.08.05	치킨
10960	(주)폴에프앤비	플레이펭	김인수	20212939	2021.10.19	커피
10959	스트릿컴퍼니	스트릿캔	윤명욱	20230633	2023.05.02	커피
10958	(주)오세스	오오샵	선주희	20213686	2021.11.01	기타 서비스
10957	(주)감칠맛	제주도그릴	안명우	20150618	2015.07.20	기타 외식
10956	(주)케이엔제이파트너스	일호점미역	김삼권	20221083	2022.10.13	한식
10955	다옴에프엠에스(주)	별미지교	박성환	20200662	2020.05.29	한식
10954	(주)엘피케이컴퍼니	투게더피치	박건욱	20231300	2023.09.05	기타 외식
10953	다옴에프엠에스(주)	별미샤브	박성환	20200652	2020.05.22	한식
10952	엠앤에프앤비(MNFNB)	모녀낙곱새	나수미	20240516	2024.04.04	한식
10951	에이플러스국내산아구찜	통큰남자 김치찜	김다예	20215648	2021.11.18	한식
10950	에이플러스국내산아구찜	에이플러스 아구찜·알찜	김다예	20215647	2021.11.18	한식
10949	㈜제이에이치컴퍼니(JHcompany)	코닥포토	안수미	20220821	2022.08.12	기타 서비스
10948	㈜김종구참푸드	김종구식맛치킨ㆍ 전기바베큐 옛날통닭	김종구	20214050	2021.11.04	치킨
10947	(주)김종구참푸드	김종구반닭칼국수& 왕돈까스	김종구	20214052	2021.11.04	한식
10946	(주)김종구참푸드	김종구 닭요리맛집	김종구	20214051	2021.11.04	한식
10945	㈜김종구참푸드	김종구부산어묵	김종구	20210601	2021.03.04	분식
10944	(주)브레인통합헬스센터	브레인트레이닝상담센터	금희정	20140416	2014.05.20	기타 서비스
10943	(주)지에프앤비	페이브커피	박정호	20231208	2023.08.22	커피
10942	(주)푸디안	돈수백	이강일	20110100561	2011.11.24	기타 외식
10941	(주)신우푸드	떡군이네떡볶이	박승완	20190618	2019.07.02	분식
10940	신비주막	신비주막	이원섭	20241615	2024.12.03	주점
10939	스카이맨skyman	스카이맨 크레페	이경란	20241617	2024.12.03	커피
10938	(주)지에프앤비	페이브(fave)	박정호	20190688	2019.07.15	음료 (커피 외)
10937	(주)새힘컨설팅	요거트홀릭	허지왕	20241616	2024.12.03	음료 (커피 외)
10936	플로우(FLOW)	훗스테이크	이민용	20190251	2019.03.12	서양식
10935	플로우(FLOW)	헬로베트남 쌀국수	이민용	20160553	2016.06.14	기타 외국식
10934	플로우(FLOW)	고기바보	이민용	20171015	2017.08.25	한식
10933	테니스랜드	테니스랜드	최승리	20220501	2022.06.13	스포츠 관련
10932	(주)다함컴퍼니	꼬치마요	정현진	20211150	2021.05.12	주점
10931	(주)다함컴퍼니	이춘명숙성회	정현진	20211058	2021.04.20	기타 외식
10930	(주)단디코리아	Blu Shaak(블루샥)	계태웅	20200802	2020.07.01	커피
10929	(주)더블유디	치밥의달인	이동규	20241247	2024.09.11	치킨
10928	(주)더블유디	파사리바베큐치킨	이동규	20241248	2024.09.11	치킨
10927	(주)헬씨패밀리	싱싱샐러드	김지만	20215367	2021.11.15	기타 외식
10926	(주)헬씨패밀리	9찬김치찌개	김지만	20210459	2021.02.22	한식
10925	㈜준코퍼(JUNCORP.CO.,LTD.)	사계진미 숯불닭갈비	최민호	20180162	2018.02.22	한식
10924	(주)신강에프앤비	카츠오도	김태홍	20230436	2023.03.20	일식
10923	(주)제이제이컴바인	엠머그링	이현진	20200523	2020.04.17	커피
10922	㈜케이비에프엔비	노비커피(Nobby COFFEE)	배진윤	20241186	2024.08.28	커피
10921	(주)더비어배트	THEBEERBAT(더비어배트)	김선균	20240588	2024.04.24	주점
10920	(주)파로홀딩스	완미족발	양유진, 안규호	20213816	2021.11.02	한식
10919	(주)비에프리테일	사골먹은감자탕	김종성	20190815	2019.08.09	한식
10918	(주)디오스글로벌	운커피(雲커피)	김동영	20213002	2021.10.21	커피
10917	(주)썬더치킨	썬더치킨	김소영	20130538	2013.12.31	치킨
10916	(주)빛나는에프앤씨	큰불닭발	김하늘	20230894	2023.06.21	한식
10915	(주)빛나는에프앤씨	제주쾅쾅돈가스	김하늘	20201867	2020.12.23	일식
10914	키아라	키아라	윤소아	20231653	2023.11.13	기타 서비스
10913	돌화(火)격	돌火격 닭강정	신우호	20230442	2023.03.22	한식
10912	두레푸드	인정국물떡볶이	김창선	20170444	2017.03.28	기타 외식
10911	꾼컴퍼니	족발꾼	방진배	20190974	2019.09.23	한식
10910	림스상사(림스고려인삼홍삼상사)	림스치킨	유석호,임명규	20090100151	2009.03.24	치킨
10909	뚱보아저씨	뚱보아저씨 수제돈가스	우갑수	20170043	2017.01.10	분식
10908	(주)천우신조1호	249 광양불고기	이석우	20240544	2024.04.12	한식
10907	(주)공차코리아	공차	박재홍 조준흠 고희경	20130100052	2013.01.30	음료 (커피 외)
10906	세지컴퍼니	열혈분식	김유신	20190827	2019.08.13	분식
10905	세지컴퍼니	얌키트	김유신	20212301	2021.09.29	(건강)식품
10904	(주)케이푸드코리아코퍼레이션	반미362	홍세훈	20191086	2019.10.25	기타 외국식
10903	더담에프앤디아이(주)	마키아티	이상철	20181374	2018.12.27	기타 외식
10902	강사부마라탕0818	강사부마라탕	SUN LYU	20231341	2023.09.14	기타 외국식
10901	(주)집토스부동산중개	집토스	이재윤	20230649	2023.05.04	부동산 중개
10900	(주)코리아이앤피	이아이이(EiE)고려대학교 영어교육 프로그램	류재근	20090100387	2009.08.24	교육 (외국어)
10899	(주)다함컴퍼니	산더미뼈해장국	정현진	20211148	2021.05.12	한식
10898	(주)다함컴퍼니	다함	정현진	20211149	2021.05.12	기타 외식
10897	(주)다함컴퍼니	계연탄	정현진	20191417	2019.12.19	한식
10896	(주)다함컴퍼니	양주족	정현진	20191416	2019.12.19	한식
10895	(주)다함컴퍼니	금화왕돈까스	정현진	20190567	2019.06.18	한식
10894	(주)다함컴퍼니	백하돼지생갈비	정현진	20180029	2018.01.15	기타 외식
10893	(주)다함컴퍼니	북경짜장	정현진	20170524	2017.04.19	중식
10892	(주)바다알이에프	바다양푼이동태탕찜	이성욱	20160311	2016.04.07	기타 외식
10891	(주)제이엘푸드	이대감	정우철	20160237	2016.03.18	한식
10890	(주)오구본가	오구쌀피자	노성원	20090100089	2009.02.09	피자
10889	(주)아이홀딩즈	인터프렙주니어	정재환	20241618	2024.12.03	교육 (외국어)
10888	참손길공동체협동조합	참손길	정경연	20151117	2015.11.12	기타 서비스
10887	(주)홉슈크림코리아	홉슈크림	기정민	20170205	2017.02.07	제과제빵
10886	로드다이닝(주)	수오미엔(suomian)	김정호	20200472	2020.04.06	기타 외국식
10885	(주)다음푸드	김밥일번지	김지영	20160690	2016.07.26	분식
10884	이음떡볶이&금계찜닭	이음떡볶이	박성일	20220300	2022.04.11	분식
10883	(주)에세텔	택시타요 (Taxi TAYO)	진성언	20220108	2022.02.08	기타 서비스
10882	(주)라이프웍스	그린베어	장일준	20190777	2019.08.01	분식
10881	(주)씨피알프로젝트	덕수파스타 패스트캐쥬얼	김민수	20231457	2023.10.06	서양식
10880	(주)코브라독스	코브라독스	김미현	20211609	2021.07.19	패스트푸드
10879	(주)송계옥에프앤비	송계옥	소진우	20240013	2024.01.03	한식
10878	우슴	우슴	김경태, 김인지	20241614	2024.12.02	한식
10877	(주)메가브릿지	치탈리아	이근령	20231206	2023.08.23	치킨
10876	(주)바이포엠에프앤티(BY4MFNTCorp.)	퀸즈블랙	강창민,최민준	20180819	2018.08.14	패스트푸드
10875	(주)바이포엠에프앤티(BY4MFNTCorp.)	마녀주방	강창민,최민준	20180195	2018.02.28	서양식
10874	(주)바이포엠에프앤티(BY4MFNTCorp.)	당신은지금떡볶이가땡긴다	강창민,최민준	20231218	2023.08.25	분식
10873	(주)바이포엠에프앤티(BY4MFNTCorp.)	당신은지금치킨이땡긴다	강창민,최민준	20211217	2021.05.20	치킨
10872	요리하는당신요당	육터닭	나종국	20210843	2021.03.24	치킨
10871	(주)달리즈	달리181	김우중	20210274	2021.01.27	서양식
10870	(주)품다	분식을 품다	한재호	20214580	2021.11.10	분식
10869	(주)푸르다	푸르파파	지철	20241035	2024.07.29	커피
10868	(주)올에프앤비	트로피티아일랜드	민준오, 김대진, 김정균	20230934	2023.06.28	음료 (커피 외)
10867	에이제이토탈(주)	호치킨	김홍석	20120100525	2012.09.27	치킨
10866	(주)길품에프엔비	할멍집	강훈	20201229	2020.09.21	주점
10865	에이치엔케이푸드(주)	길세이로무시	박건욱, 김종근	20200234	2020.02.20	한식
10864	윈윈에프엔비	고기미담	조현성	20212522	2021.10.07	한식
10863	(주)천하에프앤비	밥상천하	김영종	20215376	2021.11.16	한식
10862	(주)에이원민턴	에이원민턴	김태성	20191030	2019.10.10	기타 교육
10861	(주)유아이글라스	두쏠아이(dusol eye)	백일현	20210149	2021.01.19	기타도소매
10860	(주)다이닝갈비	다이닝갈비	강남구	20240424	2024.03.19	한식
10859	파레트팡	파레트팡	박지은	20220645	2022.07.08	기타 교육
10858	모데이(Modaywaxing)왁싱	모데이왁싱(MO DAY WAXING)	김시은	20230330	2023.03.02	이미용
10857	케익CTC	카페더치즈케익	김소의	20200780	2020.06.25	제과제빵
10856	명태애찬	명태애찬	차병태	20240536	2024.04.08	한식
10855	마라365	마라365	권서은	20220783	2022.08.05	중식
10854	피자미남하남미사점	피자미남	백서영	20230637	2023.05.02	피자
10853	에스알제이에프엔씨(SRJF&C)	OEC통치킨	손정기, 맹은주	20211679	2021.07.26	치킨
10852	엉클존슨부대찌개	엉클존슨부대찌개	안영환	20231049	2023.07.19	기타 외식
10851	907육식당	907육식당	구영철	20231066	2023.07.25	한식
10850	해민서푸드	게고픈날	홍상희	20220519	2022.06.15	한식
10849	(주)마이멘토	웰이스턴	한태광	20160271	2016.03.23	교육 (외국어)
10848	(주)봉이에프엔씨	봉이치킨	고금식	20120100629	2012.11.21	치킨
10847	(주)닭인푸드	닭갈비제작소	조경범	20150321	2015.04.03	한식
10846	원시다자(주)	원시다자	후미화	20231630	2023.11.08	기타 외식
10845	(주)비타민팡팡	비타민 팡팡	정호영	20213156	2021.10.21	농수산물
10844	(주)민영푸드	민영활어공장	이한얼	20201445	2020.11.03	한식
10843	(주)에슬로우	에슬로우커피 (ESLOW COFFEE)	조재근	20150404	2015.05.14	커피
10842	(주)이원	토대력	김형택,김진학	20090100370	2009.08.12	기타 외식
10841	(주)이원	투다리	김형택,김진학	20080200019	2008.07.29	주점
10840	(주)다은푸드	참맛죽	김주란	20230145	2023.01.31	한식
10839	(주)다은푸드	죽~이요	김주란	20200700	2020.06.10	한식
10838	(주)다은푸드	삼계탕이요	김주란	20211955	2021.08.25	한식
10837	(주)다은푸드	로다의덮밥	김주란	20230574	2023.04.19	한식
10836	(주)다은푸드	돈돈김치찌개&찜	김주란	20231893	2023.12.26	한식
10835	(주)다은푸드	국밥은이거지	김주란	20230146	2023.01.31	한식
10834	(주)호성이골뱅이	호성이골뱅이	박정희	20211915	2021.08.23	한식
10833	(주)고메에프앤비	고메스테이크	신경아	20214631	2021.11.11	서양식
10832	살림F&B	봉쥬르호떡	송한석	20231800	2023.12.06	제과제빵
10831	(주)레블스	삼육가珍	서재학	20180459	2018.05.15	한식
10830	(주)제이에스인터푸드	달빛맥주	한동훈	20180557	2018.06.04	주점
10829	오리대장통오리숯불바베큐	오리대장	김세관	20180621	2018.07.05	한식
10828	저스트휴(구,휴앤샵)	저스트휴	이연희	20241610	2024.11.29	이미용
10827	호반푸드	꿀돼지 김치찜	강진	20241611	2024.11.29	한식
10826	더드림	드림당커피	나인규	20241503	2024.11.08	제과제빵
10825	라제이부티크	라제이부티크	이정연	20241603	2024.11.29	이미용
10824	발산껍데기	발산껍데기	장창수, 이재성	20241607	2024.11.29	한식
10823	더심컴퍼니(주)	김사부 닭도리탕&찜닭	심민섭	20241602	2024.11.29	한식
10822	(주)한국인삼공사	정관장	안빈	20080500022	2008.07.30	(건강)식품
10821	쉼플하우스(주)	백숙통닭	이선영	20241604	2024.11.29	치킨
10820	(주)길리	길리	심규오	20220022	2022.01.10	서양식
10819	(주)길리	비에이비(B.A.B)	심규오	20210833	2021.03.23	한식
10818	(주)길리	도쿄스튜디오	심규오	20231416	2023.09.26	서양식
10817	(주)길리	김치찜와썹	심규오	20210831	2021.03.23	한식
10816	(주)도리당	스트리트 캠프	유지성	20214475	2021.11.09	서양식
10815	(주)도리당	도리당	유지성	20211923	2021.08.23	한식
10814	홍단커피	홍단커피	정인영	20241609	2024.11.29	커피
10813	(주)건강지도	피지오스튜디오	강지훈	20240407	2024.03.14	스포츠 관련
10812	(주)무진그룹	무마진덮밥	조환동	20240268	2024.02.21	한식
10811	(주)델리스코	뉴욕스테이크	조윤아	20241399	2024.10.16	서양식
10810	(주)델리스코	점보파스타	조윤아	20241395	2024.10.16	서양식
10809	(주)제이에스에프앤비코리아	블루폴라	김현종	20241613	2024.11.29	커피
10808	해피보틀(Happybottle)	해피보틀(Happybottle)	강민규	20221161	2022.11.02	기타도소매
10807	(주)템스토어	소유템	김소리	20240162	2024.01.30	기타도소매
10806	더심컴퍼니(주)	김선생불닭발	심민섭	20221035	2022.10.06	한식
10805	더심컴퍼니(주)	김사부의곱창명가	심민섭	20221037	2022.10.06	한식
10804	(주)예다연	예다연	이창민, 박초윤	20240561	2024.04.17	이미용
10803	(주)리챠드	리챠드프로헤어	이기원	20231440	2023.10.05	이미용
10802	(주)제이제이에프앤비(JJF&B)	제주옥탑	박용태	20212021	2021.09.02	한식
10801	왁싱랩코리아	더 리추얼 룸 슈가링왁싱&속눈썹펌	강정훈, 김문수	20240278	2024.02.21	이미용
10800	(주)단골손님	단골손님	이성화	20181250	2018.12.05	한식
10799	(주)더블에스에프앤비	계륵사지	이영석	20211524	2021.07.07	한식
10798	(주)에스앤에스천하	천하대창군	이성민	20210687	2021.03.11	한식
10797	(주)제너시스비비큐	BBQ	심관섭	20161241	2016.12.19	치킨
10796	신스패밀리	미친짜글이	신경석, 신상익	20241030	2024.07.26	한식
10795	(주)유생촌푸드	유생촌	유민지	20150215	2015.03.05	기타 외국식
10794	금화식품(주)	치킨파머스	이승훈,이승준	20201175	2020.09.15	치킨
10793	도니본가	대준 도니본가	이성호	20231472	2023.10.11	기타도소매
10792	우럼마F&D	우럼마왕만두	송창석	20110100563	2011.11.25	분식
10791	을지로연탄구이	을지로 연탄구이	이재우	20240094	2024.01.16	한식
10790	(주)신정푸드	신정골	김인배	20080500023	2008.07.30	한식
10789	바름	백숙한상	임태윤	20241066	2024.08.02	한식
10788	(주)찰스리	찰스리헤어테크	이동규	20200773	2020.06.25	이미용
10787	농어업회사법인섬진강다슬기마을(주)	섬진강다슬기마을	최기술	20201403	2020.10.22	한식
10786	더블에이치프랜차이즈	꽉찬소곱창	김석호, 이경호	20231080	2023.07.27	한식
10785	(주)엠투에프앤비	쥬스킹(JUICE KING)	김홍준	20170122	2017.01.18	음료 (커피 외)
10784	(주)마루벌	임성근 국가공인진갈비	김연자	20190796	2019.08.06	한식
10783	(주)태양부	태양부양꼬치	초이룽지에	20160820	2016.08.18	기타 외식
10782	(주)온통	보양산염소탕육계장	구예지	20200316	2020.03.03	한식
10781	오샬(OTSAL)	마이 런던 1772(MY LONDON 1772)	이영섭	20230754	2023.05.25	기타 외국식
10780	(주)창업맨	스팀맨	최주석	20191274	2019.11.28	자동차 관련
10779	올스타피자	올스타피자	서진철	20191431	2019.12.27	피자
10778	오티엠(otm)	제비집	이호상	20215467	2021.11.17	한식
10777	오티엠(otm)	아롱포차	이호상	20211035	2021.04.14	기타 외식
10776	오티엠(otm)	동양백반	이호상	20191327	2019.12.10	한식
10775	홈케이바스	홈케이바스	김선곤	20240694	2024.05.20	기타 서비스
10774	김선돼지국밥	김선돼지국밥	김선국	20240789	2024.06.05	한식
10773	배대감갈비촌	배대감갈비촌	배명주	20231443	2023.10.05	한식
10772	(주)나도람에프씨	미사리반반돈까스	엄태운	20180949	2018.09.14	기타 외식
10771	(주)파이브에이치	화씨이육공	김경환	20211935	2021.08.24	한식
10770	(주)파이브에이치	오술차	김경환	20150463	2015.06.05	기타도소매
10769	(주)밀집	호랑이전골	송석민, 황인범	20215014	2021.11.12	한식
10768	(주)밀집	고기그릇	송석민, 황인범	20215013	2021.11.12	한식
10767	(주)밀집	크앙분식	송석민, 황인범	20191074	2019.10.21	분식
10766	(주)밀집	혼밥대장	송석민, 황인범	20180555	2018.06.04	한식
10765	(주)덤인	덤인	정경자	20140739	2014.08.14	인력 파견
10764	(주)스쿨스토어	스쿨스토어	이정란	20110100568	2011.11.29	분식
10763	(주)우리식품	조선부런치	허성용	20241608	2024.11.29	한식
10762	정준유통	논골집	여금성	20100100085	2010.02.01	한식
10761	(주)케이비젼안경체인	K비젼안경	김인규,김봉건	20130050	2013.07.22	안경
10760	(주)진주교방	박군자진주냉면	박군자	20140361	2014.04.23	한식
10759	할미푸드	베베	배진혜	20241196	2024.08.30	서양식
10758	(주)왕손	왕손피자	주광규, 최보성	20200448	2020.03.31	피자
10757	백온장	오사카멘치(OSAKA-MENCHI)	김준헌	20241592	2024.11.28	일식
10756	(주)세현에프앤비	정성식혜	김국현	20230137	2023.01.30	아이스크림/빙수
10755	(주)진성종합식품	밀겨울	신중현	20161238	2016.12.15	기타 외식
10754	(주)금해코리아	응급실국물떡볶이	전유나	20150164	2015.02.17	분식
10753	(주)아방가르드	아방+베이커리	윤은영	20240259	2024.02.19	제과제빵
10752	아리랑	청원	박금옥	20241594	2024.11.28	한식
10751	(주)진성종합식품	오니기리와이규동	신중현	20100100210	2010.04.30	기타 외식
10750	마켓프레쉬(주)	마켓프레쉬	주재훈	20241599	2024.11.28	종합소매점
10749	㈜풀무원녹즙	풀무원녹즙	김미경 박광순	20080100084	2008.07.29	기타도소매
10748	탠탠마라탕	하이탠탠	배국화	20241612	2024.11.28	중식
10747	어쩌다감자탕	어쩌다 감자탕	민병조	20241597	2024.11.28	한식
10746	(주)어니스트(HONEST)	퍼펙트쉴드(PERFECT SHIELD)	오영열	20241601	2024.11.28	기타도소매
10745	풀무원건강생활(주)	풀무원로하스	오경림 박광순	20080500014	2008.07.25	기타도소매
10744	엠제트(MZ)세대떡볶이/치킨	MZ세대 떡볶이치킨	황윤석	20241595	2024.11.28	치킨
10743	(주)고운빛깔에스테틱창원점	리즈핏다이어트	김지영	20241591	2024.11.28	이미용
10742	(주)테이큰커피	테이큰커피	강인애	20220137	2022.02.21	커피
10741	남문숯불바베큐앤치킨본점	제주남문숯불치킨	장찬빈	20241593	2024.11.28	치킨
10740	풀무원식품(주)	풀무원(종합)	김진홍 이동훈 조승범	20212873	2021.10.19	기타도소매
10739	풀무원식품(주)	풀무원(냉장)	김진홍 이동훈 조승범	20080500007	2008.07.25	기타도소매
10738	풀무원식품(주)	풀무원(냉동)	김진홍 이동훈 조승범	20160768	2016.08.05	기타도소매
10737	크피숍	크피숍 (KFFEESHOP)	김혜림	20241596	2024.11.28	커피
10736	위포먼스F&B	동동국밥	황다인	20241020	2024.07.26	한식
10735	(주)로칼(LOEKALCo.,Ltd.)	서민제육	유정범	20212150	2021.09.14	한식
10734	(주)로칼(LOEKALCo.,Ltd.)	두공기김치찜	유정범	20212808	2021.10.18	한식
10733	(주)로칼(LOEKALCo.,Ltd.)	덮음밥	유정범	20211633	2021.07.22	한식
10732	투웨이버거	투웨이버거[TWOWAY BURGER]	김천구	20241590	2024.11.28	패스트푸드
10731	(주)인생다움	인생감자탕	서정훈	20215526	2021.11.17	한식
10730	다연닭갈비	다연닭갈비	주현철	20241589	2024.11.28	한식
10729	㈜윤프차	윤씨네목공소	서주원	20241282	2024.09.20	한식
10728	(주)진담	대판장	한주희, 현상국	20210072	2021.01.15	한식
10727	(주)에스투코리아	사랑해베이글	이병욱	20220299	2022.04.11	기타 외식
10726	일호에프앤비협동조합	일호감자탕	윤일호	20190431	2019.05.13	한식
10725	프레밋	이소현제대루막창	이소현	20241289	2024.09.20	한식
10724	(주)친쿡푸드	외암파전집	이건우	20240356	2024.03.07	한식
10723	(주)만스타	카가와식당	권흥준	20201176	2020.09.15	일식
10722	(주)맛부심에프엔비	카쿠레가	박성훈	20230698	2023.05.16	기타 외국식
10721	(주)금해코리아	응급실닭볶음탕	전유나	20212331	2021.09.29	한식
10720	(주)워너더블유	커피스토어	이은우	20200494	2020.04.09	커피
10719	기막힌한상	전주진국밥	진종균	20210371	2021.02.10	한식
10718	연길양꼬치	명객양꼬치	PIAO CHUNHE	20230065	2023.01.12	중식
10717	남쑨이포차	남쑨이포차	남순민	20201342	2020.10.13	주점
10716	씨에스푸드	커피왕	이양희	20171168	2017.10.13	커피
10715	(주)케이엠그룹	버거옥(Burger-Ok)	김태원	20215353	2021.11.16	패스트푸드
10714	(주)용감한사람들	압구정 봉구비어	김규완	20120300082	2012.12.04	주점
10713	(주)케이푸드홀딩스	용호동낙지한상	권욱	20210493	2021.02.23	한식
10712	(주)하이테이블	하이테이블	박민호	20211094	2021.04.22	커피
10711	(주)킴스브라더스	무등소갈비	김성채	20241600	2024.11.28	한식
10710	(유)빈타이컴퍼니	빈타이(BEAN TIE)	강신석	20180076	2018.01.26	커피
10709	행복한호랭이	절대맥주	이지혜	20230362	2023.03.06	주점
10708	개밥파는고양이	개밥파는 고양이	박영희	20211063	2021.04.20	반려동물 관련
10707	(주)푸드스토리	리얼펍	구희동	20140726	2014.08.13	주점
10706	(주)참토우	참토우	진관식	20110100316	2011.08.02	한식
10705	(주)에스앤에스숨	숨쉬는 순두부	이성민	20190623	2019.07.03	한식
10704	㈜오늘도한우	오늘도 한우	이승진	20210462	2021.02.22	한식
10703	㈜디지티모빌리티	세큐T (SECUT)	이시혁	20240813	2024.06.13	기타 서비스
10702	(주)위대한사람들	팔팔포장마차	김탁겸	20211506	2021.07.05	주점
10701	(주)서영에프앤비	육회야문연어	윤재경	20214152	2021.11.05	기타 외식
10700	더드림	우화한식당	배말순	20230767	2023.06.01	한식
10699	(주)우리끼리	우리끼리 키즈카페	김세일	20213416	2021.10.27	유아 관련 (교육 외)
10698	프레밋	호미옥가	이소현	20241024	2024.07.26	한식
10697	㈜강호에프엔씨(KANGHOF&C)	아침산 패밀리 탕끓이는 사람들	강병욱	20230779	2023.06.05	한식
10696	(주)인풀	머든	이승진	20220408	2022.05.13	기타 서비스
10695	(주)도한식품	원앤투깻잎두마리치킨	김재순	20214408	2021.11.08	치킨
10694	디오에프앤비	찌개공방	김두완	20211034	2021.04.14	한식
10693	(주)씨엠케이푸드	치맥킹	윤민환	20181324	2018.12.17	치킨
10692	(주)해브뉴컴퍼니	어스필라테스(US PILATES)	김강남	20212177	2021.09.15	스포츠 관련
10691	(주)벨킨스	벨킨스(VELKINS)	함지훈	20110100519	2011.10.31	기타 서비스
10690	(주)서영에프앤비	나폴리백반	윤재경	20214155	2021.11.05	서양식
10689	(주)서영에프앤비	서영불닭발	윤재경	20214153	2021.11.05	기타 외식
10688	디디에프앤에스(DDF&S)	두심스 독도해물알찜	이한옥	20201124	2020.09.07	한식
10687	칼퇴근김대리광주동명점	칼퇴근 김대리	김수정	20240454	2024.03.26	주점
10686	더제이푸드	아뵤오반점	김진구	20220494	2022.06.10	중식
10685	마시코	마시코	이경미	20220058	2022.01.21	한식
10684	국민마늘치킨본부	국민마늘치킨	조아라	20190675	2019.07.15	치킨
10683	닭치고낙곱새	닭치고 낙곱새	김현주	20211621	2021.07.22	기타 외식
10682	보울레시피	보울레시피(bowl recipe)	최희완, 김광용	20211136	2021.05.10	기타 외식
10681	더제이(TheJ)	찡찡꼬마김밥	이재호	20231335	2023.09.15	분식
10680	케이엠(KM)미디어	부산막고기	홍승철	20211441	2021.06.23	한식
10679	엠피비에프앤비(MPBF&B)	밥튜브	권오준	20230229	2023.02.14	한식
10678	불난반점	불난반점	이경수	20211638	2021.07.22	중식
10677	서민족발	서민족발	김대성	20231097	2023.07.31	한식
10676	푸드트리오	시베리안빙수킹&카페	안시은	20221364	2022.12.09	아이스크림/빙수
10675	갈속집	갈속집	문정식, 박상준	20240211	2024.02.07	한식
10674	치킨89	대한치킨보감	김기한	20211179	2021.05.14	치킨
10673	꽃피는솜사탕	꽃피는 솜사탕	유현숙	20211613	2021.07.21	기타 외식
10672	리치메이커	빅마마버거	박구용	20240781	2024.06.05	패스트푸드
10671	(주)네오푸드	무이공간	김영길	20230856	2023.06.15	제과제빵
10670	170에프앤비	170도시까스	이정찬	20215316	2021.11.16	기타 서비스
10669	(주)알통컴퍼니	알통떡강정	황선미	20130100381	2013.05.24	치킨
10668	(주)원앤원에프앤비	삼미식당	최준우	20190650	2019.07.09	일식
10667	(주)테이스티컴퍼니	매란방	김형우	20170845	2017.07.24	중식
10666	(주)테이스티컴퍼니	반포식스	김형우	20140773	2014.08.22	기타 외국식
10665	(주)제이에스앤씨	죠샌드위치	이상혁	20080100138	2008.08.02	패스트푸드
10664	(주)브라더푸드시스템	철뚝집	박정환	20180720	2018.07.23	한식
10663	(주)한국아이지에이	아이지에이마트(IGAMART)	황본식	20130100003	2013.01.30	편의점
10662	(주)핫시즈너	불닭발땡초동대문엽기떡볶이	금교일	20130100283	2013.04.11	기타 외식
10661	(주)민도비	털보고된이	권영관	20201658	2020.11.30	한식
10660	(주)고메에어로스페이스	서울토리	김아람	20230292	2023.02.21	일식
10659	(주)핫시즈너	보끔당	금교일	20231081	2023.07.27	한식
10658	(주)쿨펫	쿨펫동물병원	남정우	20080200267	2008.11.05	반려동물 관련
10657	원리상상(주)	개념폴리아	이재익	20221156	2022.11.02	교육 (교과)
10656	FredAstaireDanceInternationalcorp.	프레드 아스테르 댄스 스튜디오(Fred Astaire Dance Studios)	Luann Pulliam	20241598	2024.11.28	스포츠 관련
10655	(주)페리카나	페리카나	양희권	20080500035	2008.08.26	치킨
10654	(주)양포항에프앤비	양포항	김영섭	20240712	2024.05.23	한식
10653	SubwayInternationalB.V.	써브웨이(Subway)	인수 조(Insoo Cho)(한국지점)	20080100727	2008.12.08	패스트푸드
10652	(주)무국식탁	무국식탁편백집	안성민	20170453	2017.03.30	한식
10651	롯데쇼핑(주)	롯데프레시(LOTTE FRESH)	김사무엘상현, 정준호, 강성현	20200564	2020.04.29	종합소매점
10650	롯데쇼핑(주)	롯데슈퍼(LOTTE SUPER)	김사무엘상현, 정준호, 강성현	20231895	2023.12.26	종합소매점
10649	(주)공존컴퍼니	육칠이	이성인	20213078	2021.10.22	한식
10648	글루글루(GLUUGLUU)	글루글루(GLUUGLUU)	김선준,주민호	20241583	2024.11.27	기타 외식
10647	에그맘서울대입구점	에그맘	강혜은	20241582	2024.11.27	분식
10646	하루	하루포케(HARU POKE)	박민규	20241588	2024.11.27	서양식
10645	씨엘카이로스㈜	조동식당	조용훈, 이승하	20241587	2024.11.27	기타 외식
10644	(주)도토리	야키토리 나루토	김도현	20241585	2024.11.27	일식
